Date,Open,High,Low,Close,Adj Close,Volume,Target
2014-10-08,-0.7733713774424542,-0.7725059323691368,-0.7744442763971411,-0.7728054806657185,-0.7728054806657185,-0.8155668553952992,1
2014-10-09,-0.7723440883556539,-0.7707978399379045,-0.7731394782325481,-0.7720587497518668,-0.7720587497518668,-0.8141197918003018,1
2014-10-10,-0.7716066641460531,-0.771259102417443,-0.7728036516790736,-0.7722727716100141,-0.7722727716100141,-0.8161210837593724,0
2014-10-11,-0.7718120363869337,-0.7717334306096219,-0.7726134618532327,-0.7722272362479756,-0.7722272362479756,-0.8176390214603897,1
2014-10-12,-0.7717352003950929,-0.7709961597750753,-0.7726011755632884,-0.7712232333668904,-0.7712232333668904,-0.817428376033342,1
2014-10-13,-0.7707892560873297,-0.7699245820336923,-0.7717894257285353,-0.7704901574050836,-0.7704901574050836,-0.8165438314491763,1
2014-10-14,-0.7699386786605907,-0.7690530113322097,-0.7703619084092357,-0.7698441360049875,-0.7698441360049875,-0.8163801201622221,1
2014-10-15,-0.7693665414625576,-0.7696233998052797,-0.7705247304028198,-0.7702208369507516,-0.7702208369507516,-0.8170421743939574,0
2014-10-16,-0.7697641271469036,-0.7698293671920773,-0.7715238068236704,-0.7709756624115693,-0.7709756624115693,-0.8169559207086593,0
2014-10-17,-0.7704906167935757,-0.7706321025952738,-0.7713761984621564,-0.7709013973471964,-0.7709013973471964,-0.817626230342743,1
2014-10-18,-0.7704152623680962,-0.7700491281044572,-0.77114819794323,-0.7704266435885095,-0.7704266435885095,-0.8177355631091964,1
2014-10-19,-0.7699657313837687,-0.7701225416402151,-0.7706717016255034,-0.7705437873140881,-0.7705437873140881,-0.8180110217050859,0
2014-10-20,-0.7700906843533519,-0.770354706617106,-0.7711939631592122,-0.7709578065159791,-0.7709578065159791,-0.8174851375565825,0
2014-10-21,-0.7705113097140778,-0.7702004121112876,-0.7710296143634311,-0.7707335274168593,-0.7707335274168593,-0.8175967832374598,1
2014-10-22,-0.7702829599999851,-0.7704455270123963,-0.7709395485737779,-0.7709384685999101,-0.7709384685999101,-0.8177243239471153,0
2014-10-23,-0.7704778934183352,-0.7706579987678862,-0.7725818904586929,-0.7724670859897337,-0.7724670859897337,-0.8169826093380821,0
2014-10-24,-0.7719831893457233,-0.7719048305574915,-0.7727818840640356,-0.7724715339366922,-0.7724715339366922,-0.8175268551234517,0
2014-10-25,-0.7719819547070889,-0.7721748785656022,-0.7734456428654773,-0.7731557390476224,-0.7731557390476224,-0.8173996047796762,0
2014-10-26,-0.7726690377044607,-0.7722134214070396,-0.7733785548661406,-0.7726964918238176,-0.7726964918238176,-0.8177427872120395,1
2014-10-27,-0.7722187640520081,-0.7722488949363222,-0.7730044106280114,-0.7728024525170049,-0.7728024525170049,-0.8176546511548294,0
2014-10-28,-0.7723152430502755,-0.7721674699444666,-0.7728217304933838,-0.7725164508474367,-0.7725164508474367,-0.8179143343727084,1
2014-10-29,-0.772075962543143,-0.7722970132965185,-0.773925196672591,-0.7738773849736247,-0.7738773849736247,-0.8173963406666798,0
2014-10-30,-0.7733965150620403,-0.7727137689118994,-0.7739424460409238,-0.7732772081612139,-0.7732772081612139,-0.8167963246071085,1
2014-10-31,-0.7728220933112973,-0.7728864921560274,-0.7738106865078139,-0.7737087118108144,-0.7737087118108144,-0.8176790619139862,0
2014-11-01,-0.7732148629624968,-0.7733391421824175,-0.7748346521354718,-0.7744854715518222,-0.7744854715518222,-0.8174722112686122,0
2014-11-02,-0.7739915675301176,-0.7740304615543909,-0.7748619578078428,-0.7744766359946168,-0.7744766359946168,-0.817876399572373,1
2014-11-03,-0.7740228217945415,-0.7737322273359762,-0.77455292993517,-0.7743739504535563,-0.7743739504535563,-0.8176588814853232,1
2014-11-04,-0.77392448989585,-0.773866830458305,-0.7745786447029617,-0.7741924255711744,-0.7741924255711744,-0.8175233607202745,1
2014-11-05,-0.7737069503383507,-0.7731681043031075,-0.7742218119930512,-0.7736367338849157,-0.7736367338849157,-0.8173150131887258,1
2014-11-06,-0.7731649552874982,-0.7725901270935778,-0.7737290841751231,-0.773030994781904,-0.773030994781904,-0.8173660875457641,1
2014-11-07,-0.7725250618751847,-0.7726042201987298,-0.7735157242518188,-0.7734557652315939,-0.7734557652315939,-0.8174643513646179,0
2014-11-08,-0.7729984355222405,-0.7729474997893627,-0.7734916644909888,-0.773265900684355,-0.773265900684355,-0.8178798113714635,1
2014-11-09,-0.77279942496898,-0.7719481317517248,-0.7733579313815021,-0.7721676141493,-0.7721676141493,-0.8170953163563139,1
2014-11-10,-0.7717562608797687,-0.7712742174013724,-0.7725109815688705,-0.7719414815818206,-0.7719414815818206,-0.8167826974359794,1
2014-11-11,-0.7715343991445764,-0.7714853658606038,-0.7721179970578292,-0.7718938457480096,-0.7718938457480096,-0.8175141791508952,1
2014-11-12,-0.7714029619659817,-0.7679677632053128,-0.7718474772344617,-0.7684421766859534,-0.7684421766859534,-0.8160150751816146,1
2014-11-13,-0.7677409860773415,-0.7663191125068434,-0.7697381864017926,-0.7686167817017233,-0.7686167817017233,-0.8153561548988604,0
2014-11-14,-0.7682879856557886,-0.7685980731060394,-0.7707778726530898,-0.7700327033129268,-0.7700327033129268,-0.816825796743933,0
2014-11-15,-0.769447145458414,-0.7694245965973923,-0.7716550574227146,-0.7713725063913979,-0.7713725063913979,-0.8175197561783154,0
2014-11-16,-0.7709863496520539,-0.7703116461892753,-0.7714262935026897,-0.7706465972996163,-0.7706465972996163,-0.8177110922743401,1
2014-11-17,-0.7701451611337702,-0.7691432877057048,-0.7712417019515712,-0.7706758832310109,-0.7706758832310109,-0.8162285641917635,0
2014-11-18,-0.7701799967927062,-0.7702151062134904,-0.7716481188254528,-0.771430275021714,-0.771430275021714,-0.8166939656280844,0
2014-11-19,-0.7710378632997495,-0.7705716977969007,-0.771471231215191,-0.7710992942191675,-0.7710992942191675,-0.8173593390422071,1
2014-11-20,-0.7706418817031561,-0.7708400586022819,-0.7725606298352241,-0.7725027355586803,-0.7725027355586803,-0.8170438715324633,0
2014-11-21,-0.7720271669853876,-0.7722942435639332,-0.7733670339197912,-0.7729347351006293,-0.7729347351006293,-0.8168127352856392,0
2014-11-22,-0.7724147473844335,-0.7718749589823695,-0.7729363669204291,-0.7728067156827841,-0.7728067156827841,-0.8175425098494328,1
2014-11-23,-0.7723177142124888,-0.7715133701176723,-0.772790159098844,-0.7719013840659155,-0.7719013840659155,-0.8175485875076806,1
2014-11-24,-0.7714670123794142,-0.7705278525808722,-0.7719312415656834,-0.771325055338766,-0.771325055338766,-0.8167586671562516,1
2014-11-25,-0.7708531839793711,-0.7700766508287206,-0.7714147084539581,-0.7714210076799161,-0.7714210076799161,-0.8170334083481651,0
2014-11-26,-0.7709067333671051,-0.7711006505558795,-0.7719855362835066,-0.771852141767158,-0.771852141767158,-0.8173758648658284,0
2014-11-27,-0.7712474955151551,-0.7713238428489739,-0.7718285709166708,-0.7717718204053577,-0.7717718204053577,-0.8178691699625907,1
2014-11-28,-0.7713171687179717,-0.7707910948028095,-0.7724540780783365,-0.771353106253095,-0.771353106253095,-0.817158350783825,1
2014-11-29,-0.770898518779061,-0.77050424460804,-0.7715826858330777,-0.7714121721227106,-0.7714121721227106,-0.8175373733771409,0
2014-11-30,-0.7709381723560881,-0.7708098249586004,-0.7715085951340966,-0.7712542502076992,-0.7712542502076992,-0.817846821301813,1
2014-12-01,-0.7707689967040581,-0.7707414711931194,-0.7712947243342303,-0.7711802321467394,-0.7711802321467394,-0.8177182312699426,1
2014-12-02,-0.7707071686401675,-0.7707188262858975,-0.7712187241612548,-0.771052337173362,-0.771052337173362,-0.8176881383508918,1
2014-12-03,-0.7705544843673936,-0.7707797732681543,-0.771442587162777,-0.7714418898386977,-0.7714418898386977,-0.8176392767821118,0
2014-12-04,-0.7709253264594564,-0.7710430154900916,-0.7718618614205546,-0.7717758987899578,-0.7717758987899578,-0.8175797267451612,0
2014-12-05,-0.7713129690616701,-0.7710106755998654,-0.7719893552314957,-0.771327959043012,-0.771327959043012,-0.817547075602581,1
2014-12-06,-0.7708611516396883,-0.7710554820435926,-0.7716590667353541,-0.7714557917941556,-0.7714557917941556,-0.8179562151452274,0
2014-12-07,-0.7709798032398747,-0.7711853268131256,-0.771510759075124,-0.7714366386592659,-0.7714366386592659,-0.817982131301283,1
2014-12-08,-0.7709718355795575,-0.7712011659341741,-0.772235689031765,-0.7722513332221724,-0.7722513332221724,-0.8173609961302467,0
2014-12-09,-0.7717791158315894,-0.7719817986140324,-0.7733136308078311,-0.7728500280141044,-0.7728500280141044,-0.8166592719117273,0
2014-12-10,-0.7723776271727877,-0.7726251779032222,-0.7732236271780638,-0.7732117164318126,-0.7732117164318126,-0.8174847020077625,0
2014-12-11,-0.7728634150641892,-0.7720847823074312,-0.7737075069247356,-0.7729558642628239,-0.7729558642628239,-0.8166835124564027,1
2014-12-12,-0.7724623686217778,-0.7725891033768889,-0.77303738256248,-0.7728300716467414,-0.7728300716467414,-0.8174565615489394,1
2014-12-13,-0.7723667548130266,-0.7726253580185463,-0.773209431414125,-0.7731492509656027,-0.7731492509656027,-0.8177225917644516,0
2014-12-14,-0.7727159803617922,-0.7725690480869283,-0.7732839047849034,-0.7728862960343449,-0.7728862960343449,-0.8176855801273624,1
2014-12-15,-0.7724297571973282,-0.7726594457625804,-0.7733147127783447,-0.7732747362415604,-0.7732747362415604,-0.8174428242390284,0
2014-12-16,-0.7727810806893001,-0.7730181435925354,-0.7744522950224201,-0.7744043469575489,-0.7744043469575489,-0.816761931269248,0
2014-12-17,-0.7739433902341517,-0.7737351183707186,-0.7752103872781803,-0.774854511620735,-0.774854511620735,-0.8164263584254651,0
2014-12-18,-0.7743800753218476,-0.7743521199544909,-0.7759054649496255,-0.7753722684850951,-0.7753722684850951,-0.8163460021713168,0
2014-12-19,-0.774911633435114,-0.7746638444430954,-0.775743979393588,-0.7749739424847878,-0.7749739424847878,-0.8171144654854721,1
2014-12-20,-0.7745138611412645,-0.7739536736131741,-0.7751536100499145,-0.7742255428837559,-0.7742255428837559,-0.8172629726141902,1
2014-12-21,-0.7737773643243478,-0.7739955908600705,-0.7749716292140031,-0.7747885881067412,-0.7747885881067412,-0.8175457839750456,0
2014-12-22,-0.7743008303709613,-0.7737253020855572,-0.7748747530318527,-0.7741062986864046,-0.7741062986864046,-0.8171899606142837,1
2014-12-23,-0.7736245556452381,-0.7735946155525711,-0.7742906210442285,-0.7739403444466609,-0.7739403444466609,-0.8174773677661371,1
2014-12-24,-0.7734782933783078,-0.77368772230973,-0.7748154291907621,-0.7746841094340328,-0.7746841094340328,-0.8175515562484886,0
2014-12-25,-0.7742255984668731,-0.7744146934883986,-0.7750954322817198,-0.7749019626733669,-0.7749019626733669,-0.8178123178251704,0
2014-12-26,-0.7744191728402531,-0.7738874867453164,-0.7751165005980417,-0.7743510884964252,-0.7743510884964252,-0.817485563092786,1
2014-12-27,-0.7738984248835798,-0.7740388314032254,-0.7753709171259724,-0.7750962751675643,-0.7750962751675643,-0.8175469053880996,0
2014-12-28,-0.7746039765669673,-0.7745738069980914,-0.7754697047246137,-0.7750112588553925,-0.7750112588553925,-0.8177225567202937,1
2014-12-29,-0.7745087962954466,-0.7745594143133698,-0.7753914765082286,-0.7752935535882415,-0.7752935535882415,-0.8176912222367901,0
2014-12-30,-0.7748165134818167,-0.7748881211039572,-0.7755782320003745,-0.7754129844522942,-0.7754129844522942,-0.8176799179927016,0
2014-12-31,-0.7749280004080344,-0.7745638712486845,-0.7755248910483001,-0.7748287478448802,-0.7748287478448802,-0.8176090987558202,1
2015-01-01,-0.7743399278893668,-0.7745492966107274,-0.7752835242114122,-0.7751959966676673,-0.7751959966676673,-0.8179047888447173,0
2015-01-02,-0.7747325109310627,-0.7748260897539331,-0.7753114029202313,-0.7751476179380945,-0.7751476179380945,-0.8179135949409759,1
2015-01-03,-0.7746851366214453,-0.7748675842811913,-0.7773790019519401,-0.777245212403863,-0.777245212403863,-0.816652318149531,0
2015-01-04,-0.776766646881777,-0.7765490564026921,-0.7788729079718603,-0.7782885717906141,-0.7782885717906141,-0.8155221590750054,0
2015-01-05,-0.7777587289755787,-0.7770843940661177,-0.7783973013175003,-0.777653486419496,-0.777653486419496,-0.8161062100174825,1
2015-01-06,-0.777170287007793,-0.7765296039476937,-0.7779127844319982,-0.7769296777994871,-0.7769296777994871,-0.8171433719094614,1
2015-01-07,-0.7764620794376331,-0.7758550279492119,-0.7772518888703,-0.7764262546751773,-0.7764262546751773,-0.8170622146459888,1
2015-01-08,-0.7759643692723951,-0.7761332050397545,-0.7773094314421607,-0.7771051463844418,-0.7771051463844418,-0.8173067377611446,0
2015-01-09,-0.7766902425422222,-0.7763151435719932,-0.7774139474627855,-0.7766690081211813,-0.7766690081211813,-0.8173700124914529,1
2015-01-10,-0.7763863536780911,-0.7764950346708543,-0.7778319474429024,-0.777633592274367,-0.777633592274367,-0.8175429453982528,0
2015-01-11,-0.777170471732352,-0.7770062828286426,-0.7784001664997403,-0.7781980572955973,-0.7781980572955973,-0.8173959351557094,0
2015-01-12,-0.777693134792617,-0.7774540532000798,-0.7783899178885552,-0.7780660858231422,-0.7780660858231422,-0.8173619172909696,1
2015-01-13,-0.7776160499881049,-0.7776904949969615,-0.7812729594407379,-0.7806570309534272,-0.7806570309534272,-0.8146603329175467,0
2015-01-14,-0.7803028658720131,-0.7803634477590268,-0.7843534489566869,-0.783607748810827,-0.783607748810827,-0.8134190287929715,0
2015-01-15,-0.7832056756589473,-0.7800519052236577,-0.7840105565724341,-0.7816466378722282,-0.7816466378722282,-0.8142132896136763,1
2015-01-16,-0.7812184823655645,-0.7805021448291549,-0.7825545875078675,-0.7817545755354816,-0.7817545755354816,-0.8163836496095571,0
2015-01-17,-0.7812948254444236,-0.7810959602407773,-0.7828662260957474,-0.78230056809535,-0.78230056809535,-0.8171321577789217,0
2015-01-18,-0.7817756106931751,-0.7806765552760124,-0.7828897137913776,-0.781616053758773,-0.781616053758773,-0.8168009704611892,1
2015-01-19,-0.7810701834161233,-0.7807950178598116,-0.7820742081397696,-0.781336663672931,-0.781336663672931,-0.8173730312953438,1
2015-01-20,-0.7809814873536141,-0.7808845719340991,-0.78221201369303,-0.7815557519293307,-0.7815557519293307,-0.8171030511026014,0
2015-01-21,-0.781075926841954,-0.7801289330123213,-0.7818263475373032,-0.7805930212445046,-0.7805930212445046,-0.8168090055859731,1
2015-01-22,-0.7800911319435123,-0.7795729987940071,-0.7808574409998154,-0.7801908638630104,-0.7801908638630104,-0.8166277772263589,1
2015-01-23,-0.779708492926421,-0.7797039270123516,-0.7809362422526485,-0.7802234249465317,-0.7802234249465317,-0.8170744851075749,0
2015-01-24,-0.7797589557175689,-0.7788990237925761,-0.7806290587803397,-0.7792986300263653,-0.7792986300263653,-0.8170664349638661,1
2015-01-25,-0.7788539618286351,-0.7784856416636984,-0.7797463369246301,-0.7789358913727708,-0.7789358913727708,-0.8166258698229055,1
2015-01-26,-0.778438463516895,-0.775214839274334,-0.779097789812762,-0.7777153334344121,-0.7777153334344121,-0.812960686451573,1
2015-01-27,-0.777259476925756,-0.7772566964285192,-0.7793158602899185,-0.7783330569167661,-0.7783330569167661,-0.8160843725007798,0
2015-01-28,-0.777865769317768,-0.7777954066594923,-0.7808184861763303,-0.7801594161803703,-0.7801594161803703,-0.8160867154530533,0
2015-01-29,-0.7797189308064792,-0.779471399966901,-0.7812216561674228,-0.7801842532220453,-0.7801842532220453,-0.8166944212021375,0
2015-01-30,-0.7797545081910682,-0.7792217683983548,-0.7808953138527867,-0.7806221836741927,-0.7806221836741927,-0.8169751849829078,0
2015-01-31,-0.7801455484057072,-0.7797846885181665,-0.7815019146966615,-0.7811758371109125,-0.7811758371109125,-0.8171382404434778,0
2015-02-01,-0.7807368941304644,-0.7799009217153525,-0.7817752355998868,-0.7805883875736057,-0.7805883875736057,-0.8168488608061635,1
2015-02-02,-0.7801424599241766,-0.7792624799753269,-0.7810977268374378,-0.7798928759285777,-0.7798928759285777,-0.8167745872165713,1
2015-02-03,-0.7794653209514093,-0.7790347103637164,-0.7809816257680814,-0.7805700989506619,-0.7805700989506619,-0.816265365563905,0
2015-02-04,-0.7800794584823473,-0.7799922227244922,-0.7811961317642816,-0.7805957401675713,-0.7805957401675713,-0.81697573067051,0
2015-02-05,-0.7800699470525009,-0.7794293026046806,-0.7816027390028137,-0.7811976478893962,-0.7811976478893962,-0.8171798829157229,0
2015-02-06,-0.7807334352573435,-0.77996500141771,-0.7815068165864124,-0.7808791464157793,-0.7808791464157793,-0.8170838168662026,1
2015-02-07,-0.7803807527204015,-0.7799777087376136,-0.7811010368513611,-0.7805400720090279,-0.7805400720090279,-0.8172255504598224,1
2015-02-08,-0.7800682176159405,-0.7800295617339169,-0.7811984239100735,-0.7808083412847124,-0.7808083412847124,-0.8174487817458775,0
2015-02-09,-0.7803340569907969,-0.7803584486398283,-0.7814567225171274,-0.7810123547908223,-0.7810123547908223,-0.8169158051604386,0
2015-02-10,-0.7805259641307843,-0.7804891360917702,-0.781564102748744,-0.7810290982282924,-0.7810290982282924,-0.8172500363136034,0
2015-02-11,-0.7805599355426762,-0.7803928368823878,-0.78138956944416,-0.7810695059126056,-0.7810695059126056,-0.8174459431690847,0
2015-02-12,-0.7805923009818712,-0.780465528118938,-0.7814188496641561,-0.7809101623138269,-0.7809101623138269,-0.8175458540633616,1
2015-02-13,-0.7804217653423987,-0.779377870490104,-0.7811866484966914,-0.7800659970383466,-0.7800659970383466,-0.8161672068775251,1
2015-02-14,-0.7795842816824905,-0.7782005374848254,-0.7802785926024912,-0.77871328001807,-0.77871328001807,-0.8158173610488455,1
2015-02-15,-0.7782267305308663,-0.7778510549429811,-0.7807778763458837,-0.7801031917927669,-0.7801031917927669,-0.8154759358306872,0
2015-02-16,-0.7796277032635333,-0.7794223167031831,-0.780692710503485,-0.7801638641273289,-0.7801638641273289,-0.8168976622992441,0
2015-02-17,-0.7797143607585874,-0.7790456716677235,-0.7804831695281698,-0.7795604121627914,-0.7795604121627914,-0.8169372421724792,1
2015-02-18,-0.7790745898676651,-0.7791374532907126,-0.7804815145212081,-0.7800104523815098,-0.7800104523815098,-0.8170454935763449,0
2015-02-19,-0.7795298039596,-0.7792325486680821,-0.7802745191874694,-0.779765969911614,-0.779765969911614,-0.8173924457588406,1
2015-02-20,-0.7792925610774505,-0.7789658134953961,-0.7800385622031498,-0.7795499701406394,-0.7795499701406394,-0.8171117821042359,1
2015-02-21,-0.7790763193042255,-0.7784708262593387,-0.7797912746371315,-0.779503323263242,-0.779503323263242,-0.8176921383912048,1
2015-02-22,-0.7790274002826068,-0.7790085127736229,-0.7803853366665257,-0.7800320152138192,-0.7800320152138192,-0.8173295414953446,0
2015-02-23,-0.7795554373195844,-0.7793869047439348,-0.7804763581644243,-0.7798519129579655,-0.7798519129579655,-0.817486088755155,1
2015-02-24,-0.7793699540703851,-0.7793994310295586,-0.7802229614471214,-0.779861613027117,-0.779861613027117,-0.8175962075120079,0
2015-02-25,-0.7793766248889,-0.7794332173561117,-0.7802784653689748,-0.7799397707521495,-0.7799397707521495,-0.8177315881004247,0
2015-02-26,-0.7794725468860737,-0.7795313829645918,-0.7803594936939694,-0.7800042744678982,-0.7800042744678982,-0.8176252941630952,0
2015-02-27,-0.779528197986903,-0.7783905462863289,-0.7802207965348459,-0.7789290950078652,-0.7789290950078652,-0.8161036517939532,1
2015-02-28,-0.7784729900449363,-0.7785086477205242,-0.7793905871564816,-0.7789022187738903,-0.7789022187738903,-0.8176087783520906,1
2015-03-01,-0.7784258626630458,-0.7780890019893567,-0.7796162965008642,-0.7785352791767503,-0.7785352791767503,-0.8170448477625772,1
2015-03-02,-0.7780506974508179,-0.7772072529341532,-0.7788282888287741,-0.7775795909174817,-0.7775795909174817,-0.8162812856242248,1
2015-03-03,-0.7771434190091742,-0.7766354198626677,-0.7782014452295617,-0.7772069061340836,-0.7772069061340836,-0.8157808750741253,1
2015-03-04,-0.7767145168572364,-0.7767300318693205,-0.7782036732729714,-0.7777388722940265,-0.7777388722940265,-0.8162353627584031,0
2015-03-05,-0.7772859113871444,-0.7768840874466478,-0.7784173517656908,-0.7775482045143144,-0.7775482045143144,-0.8162393978428741,1
2015-03-06,-0.7771091997270831,-0.7771285388617158,-0.7780834346862108,-0.7777616720289237,-0.7777616720289237,-0.8168593540283113,0
2015-03-07,-0.7773133976475527,-0.7771137234573561,-0.7780759249949974,-0.7775430777793503,-0.7775430777793503,-0.8174147038054385,1
2015-03-08,-0.7770577482825554,-0.7771134826909535,-0.7779211235691889,-0.7776609002929343,-0.7776609002929343,-0.8172023362083436,0
2015-03-09,-0.7771578708785029,-0.77621956849973,-0.7778365938943722,-0.776718497423352,-0.776718497423352,-0.8153444801879592,1
2015-03-10,-0.7762282954286045,-0.7757773375934633,-0.7768277136940198,-0.7765854738294883,-0.7765854738294883,-0.814914308142981,1
2015-03-11,-0.7761255791490524,-0.7759371145891968,-0.7767790211359118,-0.7763000906112141,-0.7763000906112141,-0.8166067857757551,1
2015-03-12,-0.7758413314064035,-0.7759553613742709,-0.7766577646810199,-0.776425204439291,-0.776425204439291,-0.816675807747965,0
2015-03-13,-0.7759654191864706,-0.7761113449207302,-0.7771081635591573,-0.7769823178093168,-0.7769823178093168,-0.8167340661573802,0
2015-03-14,-0.7765630672230969,-0.7766025359506463,-0.7773857482420549,-0.7771955986572247,-0.7771955986572247,-0.8171750818660856,0
2015-03-15,-0.7767494147193402,-0.7765912750670696,-0.7773844759068907,-0.7769170730833287,-0.7769170730833287,-0.8177078632055017,1
2015-03-16,-0.7764862915494795,-0.7761345908250029,-0.7770860132723219,-0.7766575780853769,-0.7766575780853769,-0.8172299610174141,1
2015-03-17,-0.7761830209471379,-0.7762398039050148,-0.7771694609766248,-0.7769719380093988,-0.7769719380093988,-0.8172309072096784,0
2015-03-18,-0.7765244635601453,-0.776663122702255,-0.7793656998921707,-0.7787764242722856,-0.7787764242722856,-0.8154531270901788,0
2015-03-19,-0.7783272225759319,-0.7779333823493685,-0.7794442457067228,-0.7784904226027174,-0.7784904226027174,-0.8156671968320878,1
2015-03-20,-0.7780136997605632,-0.7778970064055541,-0.7787742485779836,-0.7784396982834811,-0.7784396982834811,-0.8173831240128294,1
2015-03-21,-0.7779712036872602,-0.7780567209122975,-0.7789977930100906,-0.7785462152057284,-0.7785462152057284,-0.8174495376984273,0
2015-03-22,-0.7780778745803314,-0.7776019646393628,-0.7787470050654984,-0.7780559530266372,-0.7780559530266372,-0.817384055186169,1
2015-03-23,-0.7775851067395202,-0.7771472690175066,-0.7786098356798202,-0.7781313305491303,-0.7781313305491303,-0.8171650892747654,0
2015-03-24,-0.7776665137217251,-0.7777672222870997,-0.7797294692568466,-0.7794377693116068,-0.7794377693116068,-0.8163009103526692,0
2015-03-25,-0.7788465502269394,-0.7788400038604956,-0.7802157683828268,-0.7794005745571865,-0.7794005745571865,-0.8165115157292506,1
2015-03-26,-0.7789204221435853,-0.7785290035090102,-0.7796817304644875,-0.7792563075942198,-0.7792563075942198,-0.8170190001929449,1
2015-03-27,-0.7787789787372181,-0.7783810314186487,-0.7796621258192287,-0.7793491695644225,-0.7793491695644225,-0.8174422885640428,0
2015-03-28,-0.7788772474902694,-0.7785379771117625,-0.7795499709313777,-0.7789927332689071,-0.7789927332689071,-0.8175040664081764,1
2015-03-29,-0.7785211673409022,-0.7786021762783655,-0.7799398377356427,-0.7796158333179216,-0.7796158333179216,-0.817220784454343,0
2015-03-30,-0.7791302409684945,-0.7788368720593507,-0.7800439720557182,-0.7793184628920218,-0.7793184628920218,-0.8171551918033025,1
2015-03-31,-0.7788476623441827,-0.7788677076190387,-0.7798196001201303,-0.7795224763981317,-0.7795224763981317,-0.8171720931000445,0
2015-04-01,-0.7790472270711203,-0.7789393144878216,-0.7799201058568673,-0.7793341560936055,-0.7793341560936055,-0.8171618201554608,1
2015-04-02,-0.7788702062801642,-0.7785225597913964,-0.7796492043329505,-0.7789799437715693,-0.7789799437715693,-0.8169918359642359,1
2015-04-03,-0.7785005375660402,-0.7784272842987028,-0.779237823409432,-0.7788985731166439,-0.7788985731166439,-0.8171483331609636,1
2015-04-04,-0.778425368807592,-0.7784745608954458,-0.7792874075734032,-0.7789371886120703,-0.7789371886120703,-0.8176816601879818,0
2015-04-05,-0.7784581046383773,-0.7781483242578741,-0.7792338131255444,-0.778510812640195,-0.778510812640195,-0.8173234237866306,1
2015-04-06,-0.7780282138330596,-0.7780806909536894,-0.7790662184182222,-0.7788262850223371,-0.7788262850223371,-0.8173041494997656,0
2015-04-07,-0.7783646528609447,-0.7784416181702574,-0.7792170726912772,-0.7789691321870588,-0.7789691321870588,-0.8173825883378438,0
2015-04-08,-0.7785011558278296,-0.7785595376512171,-0.7797256503088575,-0.7794731718771403,-0.7794731718771403,-0.8168009053791816,0
